66.249.78.185 - - [23/Jan/2013:00:26:19 -0700] "GET porshhair.com/ror.xml HTTP/1.1" 404 588 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 12535
66.249.78.140 - - [23/Jan/2013:01:21:02 -0700] "GET porshhair.com/index.html HTTP/1.1" 200 2105 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 15115
61.19.250.184 - - [23/Jan/2013:01:52:11 -0700] "GET porshhair.com/phpmyadmin/scripts/setup.php HTTP/1.1" 404 553 "http://PORSHHAIR.COM/phpmyadmin/scripts/setup.php" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 217213
50.112.57.67 - - [23/Jan/2013:12:18:24 -0700] "GET www.porshhair.com/robots.txt HTTP/1.0" 404 558 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 84033
50.112.57.67 - - [23/Jan/2013:12:18:24 -0700] "GET www.porshhair.com/index.html HTTP/1.0" 200 2068 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 36734
50.112.57.67 - - [23/Jan/2013:12:18:25 -0700] "GET www.porshhair.com/index.html HTTP/1.0" 200 2068 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 21221
50.112.57.67 - - [23/Jan/2013:12:18:26 -0700] "GET www.porshhair.com/sitemap.xml HTTP/1.0" 200 1266 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 19411
50.112.57.67 - - [23/Jan/2013:12:18:27 -0700] "GET www.porshhair.com/Prices/Prices.html HTTP/1.0" 200 1394 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Prices/Prices.html" 14126
50.112.57.67 - - [23/Jan/2013:12:18:28 -0700] "GET www.porshhair.com/index.html HTTP/1.0" 200 2068 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 3294
50.112.57.67 - - [23/Jan/2013:12:18:29 -0700] "GET www.porshhair.com/Services/Services.html HTTP/1.0" 200 1393 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/Services/Services.html" 14458
50.112.57.67 - - [23/Jan/2013:12:18:29 -0700] "GET www.porshhair.com/About/About.html HTTP/1.0" 200 1688 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/About/About.html" 11602
50.112.57.67 - - [23/Jan/2013:12:18:30 -0700] "GET www.porshhair.com/mobile/about.html HTTP/1.0" 404 565 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 17279
50.112.57.67 - - [23/Jan/2013:12:18:30 -0700] "GET www.porshhair.com/mobile/prices.html HTTP/1.0" 404 566 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 6773
50.112.57.67 - - [23/Jan/2013:12:18:31 -0700] "GET www.porshhair.com/mobile/services.html HTTP/1.0" 404 568 "-" "Nutch/Nutch-1.5.1 (http://nutch.apache.org/bot.html; dev@nutch.apache.org)" 0 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 5305
81.98.196.162 - - [23/Jan/2013:12:55:47 -0700] "GET www.porshhair.com/sitemap.xml HTTP/1.1" 304 173 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 83348
81.98.196.162 - - [23/Jan/2013:12:55:47 -0700] "GET www.porshhair.com/favicon.ico HTTP/1.1" 404 595 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 34197
90.220.160.47 - - [23/Jan/2013:12:56:40 -0700] "GET porshhair.com/sitemap.xml HTTP/1.1" 200 1303 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 14751
90.220.160.47 - - [23/Jan/2013:12:56:40 -0700] "GET porshhair.com/favicon.ico HTTP/1.1" 404 591 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 7660
81.98.196.162 - - [23/Jan/2013:15:11:30 -0700] "GET porshhair.com/index.html HTTP/1.1" 200 2103 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 189175
81.98.196.162 - - [23/Jan/2013:15:11:34 -0700] "GET porshhair.com/index.html HTTP/1.1" 200 2102 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 1 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 7835
81.98.196.162 - - [23/Jan/2013:15:11:35 -0700] "GET porshhair.com/CSS/style.css HTTP/1.1" 200 1151 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 2 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 15332
81.98.196.162 - - [23/Jan/2013:15:11:35 -0700] "GET porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32695 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 3 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 14481
81.98.196.162 - - [23/Jan/2013:15:11:35 -0700] "GET porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36523 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 36944
