69.171.237.11 - - [27/Jan/2013:07:06:57 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 175960
69.171.229.116 - - [27/Jan/2013:10:03:28 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 206 32745 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 167398
81.98.196.162 - - [27/Jan/2013:11:15:49 -0700] "GET porshhair.com/index.html HTTP/1.1" 200 2137 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 44852
81.98.196.162 - - [27/Jan/2013:11:15:50 -0700] "GET porshhair.com/CSS/style.css HTTP/1.1" 200 1151 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 39363
81.98.196.162 - - [27/Jan/2013:11:15:50 -0700] "GET porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32695 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 2 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 31698
81.98.196.162 - - [27/Jan/2013:11:15:50 -0700] "GET porshhair.com/images/homeimage.jpg HTTP/1.1" 200 36523 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 54526
81.98.196.162 - - [27/Jan/2013:11:15:50 -0700] "GET porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 200 861123 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 3 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 797096
81.98.196.162 - - [27/Jan/2013:11:15:50 -0700] "GET porshhair.com/images/background.png HTTP/1.1" 200 744012 "http://porshhair.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 1 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 938590
94.192.248.153 - - [27/Jan/2013:12:52:02 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2137 "http://m.facebook.com/l.php?u=http%3A%2F%2Fwww.porshhair.com%2Findex.html%23.UQGkVqS7i5g.facebook&h=0AQEKpwSu&s=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 23281
94.192.248.153 - - [27/Jan/2013:12:52:02 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 200 1151 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 31422
94.192.248.153 - - [27/Jan/2013:12:52:02 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 200 32695 "http://www.porshhair.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25" 2 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 14283
