157.55.35.76 - - [23/Jan/2013:09:04:44 -0700] "GET porshhair.com/robots.txt HTTP/1.1" 200 397 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 0 "-" "/var/chroot/home/content/61/10251861/html/robots.txt" 41767
81.98.196.162 - - [23/Jan/2013:11:42:27 -0700] "GET www.porshhair.com/index.html HTTP/1.1" 200 2105 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "default-handler" "/var/chroot/home/content/61/10251861/html/index.html" 61637
81.98.196.162 - - [23/Jan/2013:11:42:27 -0700] "GET www.porshhair.com/CSS/style.css HTTP/1.1" 304 172 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/CSS/style.css" 35253
81.98.196.162 - - [23/Jan/2013:11:42:27 -0700] "GET www.porshhair.com/images/Top banner.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/Top banner.jpg" 38797
81.98.196.162 - - [23/Jan/2013:11:42:27 -0700] "GET www.porshhair.com/images/homeimage.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/images/homeimage.jpg" 15845
81.98.196.162 - - [23/Jan/2013:11:42:27 -0700] "GET www.porshhair.com/images/mainSalonWeb.jpg HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/images/mainSalonWeb.jpg" 29159
81.98.196.162 - - [23/Jan/2013:11:42:27 -0700] "GET www.porshhair.com/images/background.png HTTP/1.1" 304 174 "http://www.porshhair.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 2 "-" "/var/chroot/home/content/61/10251861/html/images/background.png" 45899
81.98.196.162 - - [23/Jan/2013:11:42:36 -0700] "GET www.porshhair.com/sitemap.xml HTTP/1.1" 200 1243 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 27268
81.98.196.162 - - [23/Jan/2013:11:42:37 -0700] "GET www.porshhair.com/favicon.ico HTTP/1.1" 404 595 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 10567
81.98.196.162 - - [23/Jan/2013:11:51:21 -0700] "GET www.porshhair.com/sitemap.xml HTTP/1.1" 304 173 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 0 "-" "/var/chroot/home/content/61/10251861/html/sitemap.xml" 27409
81.98.196.162 - - [23/Jan/2013:11:51:21 -0700] "GET www.porshhair.com/favicon.ico HTTP/1.1" 404 595 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17" 1 "-" "/var/chroot/home/content/61/10251861/html/missing.html" 8547
